Time(s),CH1V
-7.840000e-04,3.015933e-01
-7.820000e-04,3.017133e-01
-7.800000e-04,3.014800e-01
-7.780000e-04,3.015933e-01
-7.760000e-04,3.006733e-01
-7.740000e-04,3.012467e-01
-7.720000e-04,3.009067e-01
-7.700000e-04,3.011333e-01
-7.680000e-04,3.006733e-01
-7.660000e-04,3.018267e-01
-7.640000e-04,3.017133e-01
-7.620000e-04,3.018267e-01
-7.600000e-04,3.013667e-01
-7.580000e-04,3.012467e-01
-7.560000e-04,3.006733e-01
-7.540000e-04,3.018267e-01
-7.520000e-04,3.017133e-01
-7.500000e-04,3.018267e-01
-7.480000e-04,3.010200e-01
-7.460000e-04,3.015933e-01
-7.440000e-04,3.010200e-01
-7.420000e-04,3.017133e-01
-7.400000e-04,3.012467e-01
-7.380000e-04,3.019400e-01
-7.360000e-04,3.014800e-01
-7.340000e-04,3.018267e-01
-7.320000e-04,3.018267e-01
-7.300000e-04,3.020600e-01
-7.280000e-04,3.011333e-01
-7.260000e-04,3.014800e-01
-7.240000e-04,3.013667e-01
-7.220000e-04,3.027533e-01
-7.200000e-04,3.018267e-01
-7.180000e-04,3.017133e-01
-7.160000e-04,3.012467e-01
-7.140000e-04,3.014800e-01
-7.120000e-04,3.007867e-01
-7.100000e-04,3.014800e-01
-7.080000e-04,3.007867e-01
-7.060000e-04,3.012467e-01
-7.040000e-04,3.010200e-01
-7.020000e-04,3.021733e-01
-7.000000e-04,3.010200e-01
-6.980000e-04,3.011333e-01
-6.960000e-04,3.015933e-01
-6.940000e-04,3.017133e-01
-6.920000e-04,3.012467e-01
-6.900000e-04,3.011333e-01
-6.880000e-04,3.014800e-01
-6.860000e-04,3.017133e-01
