Time(s),CH1V,CH2V
1.160000e-04,3.019867e-01,1.020000e-03
1.180000e-04,3.011800e-01,1.020000e-03
1.200000e-04,3.012933e-01,7.933333e-04
1.220000e-04,3.014067e-01,7.933333e-04
1.240000e-04,3.011800e-01,1.140000e-03
1.260000e-04,3.000200e-01,5.600000e-04
1.280000e-04,3.009467e-01,1.140000e-03
1.300000e-04,3.004867e-01,5.600000e-04
1.320000e-04,3.017533e-01,6.733334e-04
1.340000e-04,3.014067e-01,4.400000e-04
1.360000e-04,3.019867e-01,5.600000e-04
1.380000e-04,3.012933e-01,7.933333e-04
1.400000e-04,3.012933e-01,1.020000e-03
1.420000e-04,3.009467e-01,4.400000e-04
1.440000e-04,3.011800e-01,1.020000e-03
1.460000e-04,3.006000e-01,7.933333e-04
1.480000e-04,3.011800e-01,7.933333e-04
1.500000e-04,3.006000e-01,9.333334e-05
1.520000e-04,3.019867e-01,7.933333e-04
1.540000e-04,3.010600e-01,6.733334e-04
1.560000e-04,3.017533e-01,1.020000e-03
1.580000e-04,3.010600e-01,4.400000e-04
1.600000e-04,3.009467e-01,5.600000e-04
1.620000e-04,3.011800e-01,2.133333e-04
1.640000e-04,3.018667e-01,9.066667e-04
1.660000e-04,3.015200e-01,-2.000000e-05
1.680000e-04,3.019867e-01,1.140000e-03
1.700000e-04,3.016400e-01,2.133333e-04
1.720000e-04,3.019867e-01,7.933333e-04
1.740000e-04,3.015200e-01,6.733334e-04
1.760000e-04,3.019867e-01,9.066667e-04
1.780000e-04,3.010600e-01,7.933333e-04
1.800000e-04,3.014067e-01,1.140000e-03
1.820000e-04,3.012933e-01,4.400000e-04
1.840000e-04,3.023333e-01,5.600000e-04
1.860000e-04,3.016400e-01,1.140000e-03
1.880000e-04,3.021000e-01,1.140000e-03
1.900000e-04,3.009467e-01,6.733334e-04
1.920000e-04,3.009467e-01,1.486667e-03
1.940000e-04,3.010600e-01,4.400000e-04
1.960000e-04,3.010600e-01,9.066667e-04
1.980000e-04,3.010600e-01,2.133333e-04
2.000000e-04,3.016400e-01,9.066667e-04
2.020000e-04,3.015200e-01,6.733334e-04
2.040000e-04,3.021000e-01,7.933333e-04
2.060000e-04,3.011800e-01,7.933333e-04
2.080000e-04,3.015200e-01,1.140000e-03
2.100000e-04,3.004867e-01,4.400000e-04
2.120000e-04,3.015200e-01,9.066667e-04
2.140000e-04,3.002533e-01,5.600000e-04
2.160000e-04,3.015200e-01,1.140000e-03
2.180000e-04,3.012933e-01,5.600000e-04
2.200000e-04,3.009467e-01,1.140000e-03
2.220000e-04,3.012933e-01,6.733334e-04
2.240000e-04,3.019867e-01,7.933333e-04
2.260000e-04,3.012933e-01,7.933333e-04
2.280000e-04,3.016400e-01,9.066667e-04
2.300000e-04,3.012933e-01,4.400000e-04
2.320000e-04,3.015200e-01,9.066667e-04
2.340000e-04,3.014067e-01,4.400000e-04
2.360000e-04,3.014067e-01,1.020000e-03
2.380000e-04,3.015200e-01,5.600000e-04
2.400000e-04,3.016400e-01,1.140000e-03
2.420000e-04,3.010600e-01,5.600000e-04
2.440000e-04,3.018667e-01,5.600000e-04
2.460000e-04,3.001400e-01,6.733334e-04
2.480000e-04,3.007133e-01,7.933333e-04
2.500000e-04,3.006000e-01,4.400000e-04
2.520000e-04,3.016400e-01,7.933333e-04
2.540000e-04,3.012933e-01,7.933333e-04
2.560000e-04,3.015200e-01,1.020000e-03
2.580000e-04,3.010600e-01,3.266667e-04
2.600000e-04,3.014067e-01,1.600000e-03
2.620000e-04,3.007133e-01,4.400000e-04
2.640000e-04,3.012933e-01,1.020000e-03
2.660000e-04,3.007133e-01,1.020000e-03
2.680000e-04,3.016400e-01,5.600000e-04
2.700000e-04,3.007133e-01,2.133333e-04
2.720000e-04,3.011800e-01,1.020000e-03
2.740000e-04,3.010600e-01,9.066667e-04
2.760000e-04,3.015200e-01,1.140000e-03
2.780000e-04,3.010600e-01,9.066667e-04
2.800000e-04,3.015200e-01,7.933333e-04
2.820000e-04,3.012933e-01,1.140000e-03
2.840000e-04,3.019867e-01,4.400000e-04
2.860000e-04,3.018667e-01,7.933333e-04
2.880000e-04,3.015200e-01,1.140000e-03
2.900000e-04,3.011800e-01,7.933333e-04
2.920000e-04,3.015200e-01,5.600000e-04
2.940000e-04,3.014067e-01,4.400000e-04
2.960000e-04,3.011800e-01,4.400000e-04
2.980000e-04,3.009467e-01,3.266667e-04
3.000000e-04,3.011800e-01,7.933333e-04
3.020000e-04,3.014067e-01,5.600000e-04
3.040000e-04,3.019867e-01,4.400000e-04
3.060000e-04,3.018667e-01,4.400000e-04
3.080000e-04,3.015200e-01,9.066667e-04
3.100000e-04,3.012933e-01,4.400000e-04
3.120000e-04,3.012933e-01,2.133333e-04
3.140000e-04,3.010600e-01,3.266667e-04
3.160000e-04,3.011800e-01,5.600000e-04
3.180000e-04,3.010600e-01,9.066667e-04
3.200000e-04,3.014067e-01,9.066667e-04
3.220000e-04,3.008333e-01,7.933333e-04
3.240000e-04,3.019867e-01,1.020000e-03
3.260000e-04,3.011800e-01,9.066667e-04
3.280000e-04,3.015200e-01,9.066667e-04
3.300000e-04,3.012933e-01,5.600000e-04
3.320000e-04,3.021000e-01,5.600000e-04
3.340000e-04,3.016400e-01,2.133333e-04
3.360000e-04,3.019867e-01,7.933333e-04
3.380000e-04,3.015200e-01,4.400000e-04
3.400000e-04,3.017533e-01,7.933333e-04
3.420000e-04,3.009467e-01,5.600000e-04
3.440000e-04,3.016400e-01,1.020000e-03
3.460000e-04,3.015200e-01,1.140000e-03
3.480000e-04,3.017533e-01,4.400000e-04
3.500000e-04,3.016400e-01,5.600000e-04
3.520000e-04,3.017533e-01,1.140000e-03
3.540000e-04,3.016400e-01,7.933333e-04
3.560000e-04,3.009467e-01,9.066667e-04
3.580000e-04,3.007133e-01,6.733334e-04
3.600000e-04,3.015200e-01,1.253333e-03
3.620000e-04,3.004867e-01,7.933333e-04
3.640000e-04,3.010600e-01,1.373333e-03
3.660000e-04,3.016400e-01,1.020000e-03
3.680000e-04,3.023333e-01,1.600000e-03
3.700000e-04,3.015200e-01,7.933333e-04
3.720000e-04,3.019867e-01,9.066667e-04
3.740000e-04,3.012933e-01,7.933333e-04
3.760000e-04,3.015200e-01,1.373333e-03
3.780000e-04,3.018667e-01,-2.000000e-05
3.800000e-04,3.017533e-01,7.933333e-04
3.820000e-04,3.009467e-01,1.020000e-03
3.840000e-04,3.012933e-01,6.733334e-04
3.860000e-04,3.007133e-01,9.066667e-04
3.880000e-04,3.009467e-01,1.020000e-03
3.900000e-04,3.009467e-01,3.266667e-04
3.920000e-04,3.014067e-01,1.020000e-03
3.940000e-04,3.011800e-01,2.133333e-04
3.960000e-04,3.014067e-01,1.020000e-03
3.980000e-04,3.015200e-01,6.733334e-04
4.000000e-04,3.014067e-01,1.020000e-03
4.020000e-04,3.006000e-01,4.400000e-04
4.040000e-04,3.014067e-01,1.140000e-03
4.060000e-04,3.009467e-01,9.066667e-04
4.080000e-04,3.015200e-01,1.020000e-03
4.100000e-04,3.011800e-01,5.600000e-04
4.120000e-04,3.016400e-01,1.373333e-03
4.140000e-04,3.012933e-01,1.140000e-03
4.160000e-04,3.014067e-01,1.486667e-03
4.180000e-04,3.015200e-01,6.733334e-04
4.200000e-04,3.012933e-01,1.140000e-03
4.220000e-04,3.010600e-01,1.140000e-03
4.240000e-04,3.015200e-01,6.733334e-04
4.260000e-04,3.016400e-01,7.933333e-04
4.280000e-04,3.015200e-01,1.020000e-03
4.300000e-04,3.011800e-01,1.140000e-03
4.320000e-04,3.017533e-01,9.066667e-04
4.340000e-04,3.015200e-01,3.266667e-04
4.360000e-04,3.012933e-01,1.486667e-03
4.380000e-04,3.009467e-01,4.400000e-04
4.400000e-04,3.019867e-01,1.020000e-03
4.420000e-04,3.012933e-01,5.600000e-04
4.440000e-04,3.015200e-01,5.600000e-04
4.460000e-04,3.007133e-01,9.066667e-04
4.480000e-04,3.011800e-01,1.140000e-03
4.500000e-04,3.008333e-01,7.933333e-04
4.520000e-04,3.011800e-01,1.140000e-03
4.540000e-04,3.011800e-01,1.020000e-03
4.560000e-04,3.019867e-01,5.600000e-04
4.580000e-04,3.015200e-01,1.020000e-03
4.600000e-04,3.017533e-01,5.600000e-04
4.620000e-04,3.009467e-01,4.400000e-04
4.640000e-04,3.014067e-01,5.600000e-04
4.660000e-04,3.007133e-01,3.266667e-04
4.680000e-04,3.015200e-01,1.253333e-03
4.700000e-04,3.009467e-01,5.600000e-04
4.720000e-04,3.019867e-01,7.933333e-04
4.740000e-04,3.015200e-01,3.266667e-04
4.760000e-04,3.016400e-01,5.600000e-04
4.780000e-04,3.016400e-01,5.600000e-04
4.800000e-04,3.016400e-01,1.373333e-03
4.820000e-04,3.007133e-01,4.400000e-04
4.840000e-04,3.019867e-01,7.933333e-04
4.860000e-04,3.011800e-01,5.600000e-04
4.880000e-04,3.017533e-01,7.933333e-04
4.900000e-04,3.018667e-01,5.600000e-04
4.920000e-04,3.018667e-01,6.733334e-04
4.940000e-04,3.009467e-01,1.020000e-03
4.960000e-04,3.015200e-01,6.733334e-04
4.980000e-04,3.008333e-01,5.600000e-04
5.000000e-04,1.944133e-01,1.020000e-03
5.020000e-04,4.876000e-02,4.400000e-04
5.040000e-04,1.344000e-02,9.066667e-04
5.060000e-04,3.980000e-03,-2.000000e-05
5.080000e-04,2.020000e-03,5.600000e-04
5.100000e-04,7.466667e-04,4.400000e-04
5.120000e-04,1.673333e-03,1.140000e-03
5.140000e-04,6.333333e-04,4.400000e-04
5.160000e-04,1.093333e-03,1.253333e-03
5.180000e-04,4.000000e-04,1.020000e-03
5.200000e-04,1.326667e-03,5.600000e-04
5.220000e-04,5.133333e-04,7.933333e-04
5.240000e-04,1.440000e-03,1.020000e-03
5.260000e-04,5.133333e-04,9.066667e-04
5.280000e-04,1.326667e-03,7.933333e-04
5.300000e-04,7.466667e-04,3.266667e-04
5.320000e-04,1.326667e-03,1.020000e-03
5.340000e-04,5.133333e-04,6.733334e-04
5.360000e-04,9.800000e-04,7.933333e-04
5.380000e-04,2.866667e-04,9.333334e-05
5.400000e-04,1.326667e-03,1.140000e-03
5.420000e-04,2.866667e-04,4.400000e-04
5.440000e-04,7.466667e-04,1.140000e-03
5.460000e-04,2.866667e-04,4.400000e-04
5.480000e-04,1.440000e-03,5.600000e-04
5.500000e-04,5.333333e-05,5.600000e-04
5.520000e-04,9.800000e-04,5.600000e-04
5.540000e-04,1.733333e-04,2.133333e-04
5.560000e-04,1.326667e-03,1.020000e-03
5.580000e-04,7.466667e-04,5.600000e-04
5.600000e-04,1.093333e-03,7.933333e-04
5.620000e-04,5.333333e-05,2.133333e-04
5.640000e-04,1.093333e-03,1.140000e-03
5.660000e-04,1.733333e-04,5.600000e-04
5.680000e-04,1.326667e-03,1.253333e-03
5.700000e-04,-1.733333e-04,2.133333e-04
5.720000e-04,1.326667e-03,1.140000e-03
5.740000e-04,-6.000000e-05,3.266667e-04
5.760000e-04,8.600000e-04,1.020000e-03
5.780000e-04,1.733333e-04,9.333334e-05
5.800000e-04,6.333333e-04,6.733334e-04
5.820000e-04,5.333333e-05,4.400000e-04
5.840000e-04,1.093333e-03,1.020000e-03
5.860000e-04,-4.066667e-04,5.600000e-04
5.880000e-04,9.800000e-04,1.020000e-03
5.900000e-04,5.133333e-04,2.133333e-04
5.920000e-04,7.466667e-04,7.933333e-04
5.940000e-04,2.866667e-04,6.733334e-04
5.960000e-04,7.466667e-04,1.253333e-03
5.980000e-04,4.000000e-04,5.600000e-04
6.000000e-04,1.206667e-03,1.140000e-03
6.020000e-04,4.000000e-04,-1.333333e-04
6.040000e-04,1.093333e-03,7.933333e-04
6.060000e-04,4.000000e-04,2.133333e-04
6.080000e-04,1.093333e-03,7.933333e-04
6.100000e-04,6.333333e-04,5.600000e-04
6.120000e-04,1.093333e-03,1.020000e-03
6.140000e-04,-1.733333e-04,4.400000e-04
6.160000e-04,7.466667e-04,6.733334e-04
6.180000e-04,1.733333e-04,7.933333e-04
6.200000e-04,2.866667e-04,7.933333e-04
6.220000e-04,1.733333e-04,7.933333e-04
6.240000e-04,9.800000e-04,1.140000e-03
6.260000e-04,-4.066667e-04,5.600000e-04
6.280000e-04,7.466667e-04,1.373333e-03
6.300000e-04,-1.733333e-04,2.133333e-04
6.320000e-04,6.333333e-04,1.020000e-03
6.340000e-04,4.000000e-04,7.933333e-04
6.360000e-04,1.206667e-03,1.253333e-03
6.380000e-04,-6.000000e-05,2.133333e-04
6.400000e-04,9.800000e-04,6.733334e-04
6.420000e-04,5.333333e-05,6.733334e-04
6.440000e-04,9.800000e-04,1.020000e-03
6.460000e-04,6.333333e-04,7.933333e-04
6.480000e-04,7.466667e-04,7.933333e-04
6.500000e-04,1.733333e-04,6.733334e-04
6.520000e-04,9.800000e-04,5.600000e-04
6.540000e-04,1.733333e-04,7.933333e-04
6.560000e-04,5.133333e-04,1.140000e-03
6.580000e-04,6.333333e-04,4.400000e-04
6.600000e-04,1.093333e-03,6.733334e-04
6.620000e-04,6.333333e-04,5.600000e-04
6.640000e-04,5.133333e-04,4.400000e-04
6.660000e-04,-6.000000e-05,3.266667e-04
6.680000e-04,2.866667e-04,1.373333e-03
6.700000e-04,-2.933333e-04,4.400000e-04
6.720000e-04,7.466667e-04,1.253333e-03
6.740000e-04,1.733333e-04,6.733334e-04
6.760000e-04,7.466667e-04,6.733334e-04
6.780000e-04,-2.933333e-04,-1.333333e-04
6.800000e-04,1.326667e-03,5.600000e-04
6.820000e-04,-1.733333e-04,5.600000e-04
6.840000e-04,1.326667e-03,5.600000e-04
6.860000e-04,-1.733333e-04,5.600000e-04
6.880000e-04,7.466667e-04,1.140000e-03
6.900000e-04,-4.066667e-04,3.266667e-04
6.920000e-04,1.326667e-03,9.066667e-04
6.940000e-04,-6.000000e-05,5.600000e-04
6.960000e-04,1.326667e-03,1.020000e-03
6.980000e-04,1.733333e-04,2.133333e-04
7.000000e-04,9.800000e-04,7.933333e-04
7.020000e-04,-1.733333e-04,5.600000e-04
7.040000e-04,9.800000e-04,1.600000e-03
7.060000e-04,1.733333e-04,4.400000e-04
7.080000e-04,1.093333e-03,1.253333e-03
7.100000e-04,-6.000000e-05,4.400000e-04
7.120000e-04,1.093333e-03,7.933333e-04
7.140000e-04,4.000000e-04,3.266667e-04
7.160000e-04,8.600000e-04,7.933333e-04
7.180000e-04,5.333333e-05,3.266667e-04
7.200000e-04,1.440000e-03,5.600000e-04
7.220000e-04,2.866667e-04,6.733334e-04
7.240000e-04,8.600000e-04,1.253333e-03
7.260000e-04,4.000000e-04,7.933333e-04
7.280000e-04,4.000000e-04,9.066667e-04
7.300000e-04,-4.066667e-04,1.020000e-03
7.320000e-04,1.093333e-03,1.373333e-03
7.340000e-04,-2.933333e-04,9.066667e-04
7.360000e-04,9.800000e-04,4.400000e-04
7.380000e-04,1.733333e-04,6.733334e-04
7.400000e-04,1.206667e-03,1.140000e-03
7.420000e-04,5.333333e-05,6.733334e-04
7.440000e-04,1.093333e-03,1.020000e-03
7.460000e-04,5.333333e-05,3.266667e-04
7.480000e-04,5.133333e-04,9.066667e-04
7.500000e-04,4.000000e-04,6.733334e-04
7.520000e-04,1.440000e-03,1.140000e-03
7.540000e-04,1.733333e-04,5.600000e-04
7.560000e-04,1.673333e-03,1.140000e-03
7.580000e-04,5.333333e-05,5.600000e-04
7.600000e-04,7.466667e-04,9.066667e-04
7.620000e-04,2.866667e-04,5.600000e-04
7.640000e-04,7.466667e-04,7.933333e-04
7.660000e-04,-6.000000e-05,9.066667e-04
7.680000e-04,8.600000e-04,1.600000e-03
7.700000e-04,-1.733333e-04,2.133333e-04
7.720000e-04,9.800000e-04,9.066667e-04
7.740000e-04,-4.066667e-04,-2.000000e-05
7.760000e-04,8.600000e-04,1.373333e-03
7.780000e-04,5.133333e-04,5.600000e-04
7.800000e-04,1.206667e-03,1.253333e-03
7.820000e-04,9.800000e-04,9.066667e-04
7.840000e-04,1.206667e-03,1.833333e-03
7.860000e-04,7.466667e-04,6.733334e-04
7.880000e-04,1.326667e-03,1.020000e-03
7.900000e-04,4.000000e-04,9.066667e-04
7.920000e-04,5.133333e-04,5.600000e-04
7.940000e-04,4.000000e-04,5.600000e-04
7.960000e-04,5.133333e-04,6.733334e-04
7.980000e-04,-6.000000e-05,7.933333e-04
8.000000e-04,1.093333e-03,1.253333e-03
8.020000e-04,7.466667e-04,1.020000e-03
8.040000e-04,1.553333e-03,1.140000e-03
8.060000e-04,5.333333e-05,7.933333e-04
8.080000e-04,8.600000e-04,1.373333e-03
8.100000e-04,1.733333e-04,5.600000e-04
8.120000e-04,7.466667e-04,9.066667e-04
8.140000e-04,5.333333e-05,2.133333e-04
8.160000e-04,8.600000e-04,6.733334e-04
8.180000e-04,4.000000e-04,5.600000e-04
8.200000e-04,1.440000e-03,7.933333e-04
8.220000e-04,2.866667e-04,2.133333e-04
8.240000e-04,7.466667e-04,1.140000e-03
8.260000e-04,1.733333e-04,2.133333e-04
8.280000e-04,1.440000e-03,1.373333e-03
8.300000e-04,-1.733333e-04,4.400000e-04
8.320000e-04,7.466667e-04,1.140000e-03
8.340000e-04,1.733333e-04,1.020000e-03
8.360000e-04,1.326667e-03,7.933333e-04
8.380000e-04,4.000000e-04,5.600000e-04
8.400000e-04,1.440000e-03,1.020000e-03
8.420000e-04,7.466667e-04,4.400000e-04
8.440000e-04,1.093333e-03,7.933333e-04
8.460000e-04,4.000000e-04,1.020000e-03
8.480000e-04,8.600000e-04,7.933333e-04
8.500000e-04,2.866667e-04,6.733334e-04
8.520000e-04,1.326667e-03,6.733334e-04
8.540000e-04,5.133333e-04,5.600000e-04
8.560000e-04,1.093333e-03,6.733334e-04
8.580000e-04,5.333333e-05,6.733334e-04
8.600000e-04,7.466667e-04,1.140000e-03
8.620000e-04,5.333333e-05,9.066667e-04
8.640000e-04,8.600000e-04,1.140000e-03
8.660000e-04,5.133333e-04,6.733334e-04
8.680000e-04,8.600000e-04,9.066667e-04
8.700000e-04,2.866667e-04,6.733334e-04
8.720000e-04,1.093333e-03,1.486667e-03
8.740000e-04,-4.066667e-04,6.733334e-04
8.760000e-04,1.206667e-03,4.400000e-04
8.780000e-04,1.733333e-04,3.266667e-04
8.800000e-04,5.133333e-04,5.600000e-04
8.820000e-04,6.333333e-04,5.600000e-04
8.840000e-04,1.206667e-03,1.253333e-03
8.860000e-04,-6.000000e-05,7.933333e-04
8.880000e-04,1.440000e-03,9.066667e-04
8.900000e-04,4.000000e-04,1.140000e-03
8.920000e-04,1.093333e-03,1.020000e-03
8.940000e-04,2.866667e-04,5.600000e-04
8.960000e-04,8.600000e-04,7.933333e-04
8.980000e-04,2.866667e-04,7.933333e-04
9.000000e-04,4.000000e-04,4.400000e-04
9.020000e-04,-2.933333e-04,5.600000e-04
9.040000e-04,4.000000e-04,7.933333e-04
9.060000e-04,-6.000000e-05,9.333334e-05
9.080000e-04,7.466667e-04,3.266667e-04
9.100000e-04,6.333333e-04,4.400000e-04
9.120000e-04,6.333333e-04,1.373333e-03
9.140000e-04,5.333333e-05,9.066667e-04
9.160000e-04,8.600000e-04,5.600000e-04
9.180000e-04,5.333333e-05,5.600000e-04
9.200000e-04,7.466667e-04,7.933333e-04
9.220000e-04,-6.000000e-05,4.400000e-04
9.240000e-04,7.466667e-04,1.020000e-03
9.260000e-04,8.600000e-04,2.133333e-04
9.280000e-04,1.093333e-03,7.933333e-04
9.300000e-04,-2.933333e-04,2.133333e-04
9.320000e-04,7.466667e-04,6.733334e-04
9.340000e-04,1.733333e-04,9.333334e-05
9.360000e-04,1.733333e-04,1.020000e-03
9.380000e-04,1.733333e-04,7.933333e-04
9.400000e-04,1.326667e-03,7.933333e-04
9.420000e-04,4.000000e-04,7.933333e-04
9.440000e-04,1.206667e-03,7.933333e-04
9.460000e-04,1.733333e-04,1.020000e-03
9.480000e-04,1.553333e-03,6.733334e-04
9.500000e-04,-6.000000e-05,4.400000e-04
9.520000e-04,8.600000e-04,7.933333e-04
9.540000e-04,2.866667e-04,4.400000e-04
9.560000e-04,8.600000e-04,1.140000e-03
9.580000e-04,-6.000000e-05,2.133333e-04
9.600000e-04,1.206667e-03,1.486667e-03
9.620000e-04,1.733333e-04,7.933333e-04
9.640000e-04,8.600000e-04,1.253333e-03
9.660000e-04,4.000000e-04,7.933333e-04
9.680000e-04,4.000000e-04,2.133333e-04
9.700000e-04,-1.733333e-04,4.400000e-04
9.720000e-04,1.206667e-03,7.933333e-04
9.740000e-04,5.333333e-05,4.400000e-04
9.760000e-04,8.600000e-04,7.933333e-04
9.780000e-04,2.866667e-04,2.133333e-04
9.800000e-04,1.093333e-03,1.020000e-03
9.820000e-04,6.333333e-04,5.600000e-04
9.840000e-04,1.326667e-03,7.933333e-04
9.860000e-04,-1.733333e-04,7.933333e-04
9.880000e-04,1.206667e-03,1.373333e-03
9.900000e-04,1.733333e-04,2.133333e-04
9.920000e-04,1.206667e-03,9.066667e-04
9.940000e-04,2.866667e-04,6.733334e-04
9.960000e-04,8.600000e-04,1.020000e-03
9.980000e-04,5.130000e-02,6.733334e-04
