Time(s),CH1V,CH2V,CH3V,CH4V
-3.340000e-04,1.660000e-03,4.400000e-04,3.733333e-04,2.000000e-05
-3.320000e-04,6.200000e-04,5.600000e-04,2.666667e-05,1.333333e-04
-3.300000e-04,1.426667e-03,5.600000e-04,3.733333e-04,3.600000e-04
-3.280000e-04,8.533333e-04,6.733334e-04,3.733333e-04,-2.133333e-04
-3.260000e-04,1.546667e-03,2.133333e-04,1.400000e-04,-3.266667e-04
-3.240000e-04,8.533333e-04,4.400000e-04,2.600000e-04,-9.333334e-05
-3.220000e-04,1.546667e-03,4.400000e-04,7.200000e-04,1.333333e-04
-3.200000e-04,7.333333e-04,5.600000e-04,9.466666e-04,2.466667e-04
-3.180000e-04,1.426667e-03,9.066667e-04,1.060000e-03,3.600000e-04
-3.160000e-04,7.333333e-04,4.400000e-04,2.600000e-04,1.333333e-04
-3.140000e-04,1.080000e-03,5.600000e-04,9.466666e-04,8.200000e-04
-3.120000e-04,7.333333e-04,7.933333e-04,3.733333e-04,5.933333e-04
-3.100000e-04,1.546667e-03,4.400000e-04,7.200000e-04,9.333334e-04
-3.080000e-04,2.733333e-04,1.020000e-03,1.400000e-04,1.333333e-04
-3.060000e-04,1.313333e-03,4.400000e-04,3.733333e-04,8.200000e-04
-3.040000e-04,2.733333e-04,5.600000e-04,1.400000e-04,2.000000e-05
-3.020000e-04,1.080000e-03,2.133333e-04,8.333334e-04,9.333334e-04
-3.000000e-04,3.866667e-04,1.373333e-03,-8.666667e-05,-9.333334e-05
-2.980000e-04,1.200000e-03,2.133333e-04,3.733333e-04,7.066667e-04
-2.960000e-04,2.733333e-04,5.600000e-04,-2.000000e-04,3.600000e-04
-2.940000e-04,9.666667e-04,4.400000e-04,7.200000e-04,9.333334e-04
-2.920000e-04,4.000000e-05,7.933333e-04,-8.666667e-05,-3.266667e-04
-2.900000e-04,7.333333e-04,4.400000e-04,1.180000e-03,1.393333e-03
-2.880000e-04,5.066667e-04,7.933333e-04,-1.240000e-03,-1.013333e-03
-2.860000e-04,5.066667e-04,2.133333e-04,7.200000e-04,4.800000e-04
-2.840000e-04,3.866667e-04,1.020000e-03,-2.000000e-04,2.000000e-05
-2.820000e-04,8.533333e-04,5.600000e-04,8.333334e-04,-5.533333e-04
-2.800000e-04,-1.866667e-04,4.400000e-04,2.666667e-05,2.000000e-05
-2.780000e-04,8.533333e-04,5.600000e-04,7.200000e-04,8.200000e-04
-2.760000e-04,-7.333334e-05,7.933333e-04,3.733333e-04,2.466667e-04
-2.740000e-04,6.200000e-04,3.266667e-04,8.333334e-04,5.933333e-04
-2.720000e-04,2.733333e-04,1.020000e-03,-8.666667e-05,-2.133333e-04
-2.700000e-04,5.066667e-04,1.020000e-03,-2.000000e-04,-3.266667e-04
-2.680000e-04,2.733333e-04,5.600000e-04,1.400000e-04,4.800000e-04
-2.660000e-04,1.546667e-03,-2.000000e-05,7.200000e-04,-5.533333e-04
-2.640000e-04,5.066667e-04,4.400000e-04,7.200000e-04,1.333333e-04
-2.620000e-04,1.200000e-03,7.933333e-04,9.466666e-04,7.066667e-04
-2.600000e-04,7.333333e-04,4.400000e-04,1.400000e-04,1.333333e-04
-2.580000e-04,8.533333e-04,4.400000e-04,7.200000e-04,9.333334e-04
-2.560000e-04,2.733333e-04,7.933333e-04,-2.000000e-04,-9.333334e-05
-2.540000e-04,1.200000e-03,4.400000e-04,4.866667e-04,-9.333334e-05
-2.520000e-04,7.333333e-04,5.600000e-04,4.866667e-04,-4.400000e-04
-2.500000e-04,1.426667e-03,4.400000e-04,8.333334e-04,2.466667e-04
-2.480000e-04,-7.333334e-05,7.933333e-04,-8.666667e-05,2.000000e-05
-2.460000e-04,1.426667e-03,5.600000e-04,8.333334e-04,3.600000e-04
-2.440000e-04,-7.333334e-05,5.600000e-04,9.466666e-04,7.066667e-04
-2.420000e-04,9.666667e-04,4.400000e-04,1.060000e-03,2.000000e-05
-2.400000e-04,2.733333e-04,1.373333e-03,7.200000e-04,2.466667e-04
-2.380000e-04,3.866667e-04,5.600000e-04,1.180000e-03,2.466667e-04
-2.360000e-04,9.666667e-04,2.133333e-04,4.866667e-04,2.000000e-05
-2.340000e-04,1.660000e-03,4.400000e-04,1.060000e-03,2.466667e-04
-2.320000e-04,8.533333e-04,9.066667e-04,1.400000e-04,-2.133333e-04
-2.300000e-04,1.313333e-03,2.133333e-04,9.466666e-04,2.466667e-04
-2.280000e-04,5.066667e-04,5.600000e-04,-3.200000e-04,-5.533333e-04
-2.260000e-04,8.533333e-04,5.600000e-04,6.000000e-04,4.800000e-04
-2.240000e-04,2.733333e-04,9.066667e-04,2.666667e-05,2.000000e-05
-2.220000e-04,1.200000e-03,2.133333e-04,7.200000e-04,-9.333334e-05
-2.200000e-04,2.733333e-04,6.733334e-04,2.666667e-05,-9.333334e-05
-2.180000e-04,1.546667e-03,4.400000e-04,7.200000e-04,2.000000e-05
-2.160000e-04,7.333333e-04,9.333334e-05,1.400000e-04,7.066667e-04
-2.140000e-04,9.666667e-04,6.733334e-04,1.180000e-03,3.600000e-04
-2.120000e-04,8.533333e-04,1.140000e-03,3.733333e-04,1.333333e-04
-2.100000e-04,8.533333e-04,6.733334e-04,7.200000e-04,2.466667e-04
-2.080000e-04,6.200000e-04,1.140000e-03,3.733333e-04,2.000000e-05
-2.060000e-04,9.666667e-04,-1.333333e-04,1.060000e-03,3.600000e-04
-2.040000e-04,2.733333e-04,1.373333e-03,1.400000e-04,3.600000e-04
-2.020000e-04,6.200000e-04,5.600000e-04,2.600000e-04,-9.333334e-05
-2.000000e-04,2.733333e-04,1.020000e-03,1.400000e-04,5.933333e-04
-1.980000e-04,1.546667e-03,7.933333e-04,8.333334e-04,2.086667e-03
-1.960000e-04,1.080000e-03,5.600000e-04,1.400000e-04,2.000000e-05
-1.940000e-04,1.313333e-03,4.400000e-04,7.200000e-04,9.333334e-04
-1.920000e-04,7.333333e-04,1.020000e-03,4.866667e-04,1.333333e-04
-1.900000e-04,8.533333e-04,4.400000e-04,7.200000e-04,4.800000e-04
-1.880000e-04,5.066667e-04,9.066667e-04,2.600000e-04,2.000000e-05
-1.860000e-04,9.666667e-04,-2.000000e-05,1.060000e-03,1.333333e-04
-1.840000e-04,9.666667e-04,7.933333e-04,2.600000e-04,2.000000e-05
-1.820000e-04,1.200000e-03,3.266667e-04,-8.666667e-05,-5.533333e-04
-1.800000e-04,2.733333e-04,6.733334e-04,-8.666667e-05,-3.266667e-04
-1.780000e-04,9.666667e-04,-1.333333e-04,4.866667e-04,2.466667e-04
-1.760000e-04,2.733333e-04,1.020000e-03,1.400000e-04,-4.400000e-04
-1.740000e-04,1.080000e-03,6.733334e-04,1.400000e-04,5.933333e-04
-1.720000e-04,7.333333e-04,2.133333e-04,3.733333e-04,1.053333e-03
-1.700000e-04,8.533333e-04,5.600000e-04,7.200000e-04,4.800000e-04
-1.680000e-04,2.733333e-04,5.600000e-04,4.866667e-04,3.600000e-04
-1.660000e-04,9.666667e-04,2.133333e-04,6.000000e-04,-4.400000e-04
-1.640000e-04,-7.333334e-05,4.400000e-04,4.866667e-04,-9.333334e-05
-1.620000e-04,3.866667e-04,4.400000e-04,8.333334e-04,3.600000e-04
-1.600000e-04,2.733333e-04,7.933333e-04,8.333334e-04,2.466667e-04
-1.580000e-04,1.426667e-03,4.400000e-04,4.866667e-04,1.393333e-03
-1.560000e-04,2.733333e-04,5.600000e-04,-8.666667e-05,4.800000e-04
-1.540000e-04,9.666667e-04,4.400000e-04,4.866667e-04,5.933333e-04
-1.520000e-04,2.733333e-04,6.733334e-04,-4.333333e-04,-2.133333e-04
-1.500000e-04,1.313333e-03,6.733334e-04,7.200000e-04,8.200000e-04
-1.480000e-04,7.333333e-04,5.600000e-04,1.400000e-04,1.333333e-04
-1.460000e-04,1.200000e-03,5.600000e-04,1.060000e-03,3.600000e-04
-1.440000e-04,-7.333334e-05,7.933333e-04,2.666667e-05,4.800000e-04
-1.420000e-04,9.666667e-04,4.400000e-04,9.466666e-04,1.280000e-03
-1.400000e-04,2.733333e-04,7.933333e-04,1.400000e-04,2.466667e-04
-1.380000e-04,1.080000e-03,5.600000e-04,7.200000e-04,4.800000e-04
-1.360000e-04,6.200000e-04,7.933333e-04,3.733333e-04,2.000000e-05
-1.340000e-04,1.200000e-03,-2.000000e-05,7.200000e-04,8.200000e-04
-1.320000e-04,8.533333e-04,1.020000e-03,-8.666667e-05,2.466667e-04
-1.300000e-04,1.200000e-03,4.400000e-04,6.000000e-04,8.200000e-04
-1.280000e-04,9.666667e-04,9.066667e-04,1.400000e-04,2.000000e-05
-1.260000e-04,1.426667e-03,7.933333e-04,-8.666667e-05,-5.533333e-04
-1.240000e-04,1.080000e-03,5.600000e-04,2.600000e-04,2.466667e-04
-1.220000e-04,9.666667e-04,5.600000e-04,4.866667e-04,9.333334e-04
-1.200000e-04,5.066667e-04,9.066667e-04,1.400000e-04,-9.333334e-05
-1.180000e-04,2.006667e-03,4.400000e-04,7.200000e-04,2.466667e-04
-1.160000e-04,9.666667e-04,7.933333e-04,4.866667e-04,-4.400000e-04
-1.140000e-04,1.660000e-03,9.333334e-05,9.466666e-04,2.000000e-05
-1.120000e-04,5.066667e-04,5.600000e-04,1.400000e-04,3.600000e-04
-1.100000e-04,1.200000e-03,3.266667e-04,3.733333e-04,2.466667e-04
-1.080000e-04,5.066667e-04,6.733334e-04,1.400000e-04,4.800000e-04
-1.060000e-04,1.546667e-03,4.400000e-04,-5.466667e-04,5.933333e-04
-1.040000e-04,-4.200000e-04,4.400000e-04,4.866667e-04,1.333333e-04
-1.020000e-04,1.200000e-03,4.400000e-04,6.000000e-04,-5.533333e-04
-1.000000e-04,1.600000e-04,1.140000e-03,1.400000e-04,2.000000e-05
-9.800000e-05,8.533333e-04,5.600000e-04,2.600000e-04,-6.733334e-04
-9.600000e-05,1.600000e-04,7.933333e-04,-3.200000e-04,-7.866666e-04
-9.400000e-05,1.200000e-03,5.600000e-04,1.400000e-04,-1.126667e-03
-9.200000e-05,-4.200000e-04,1.020000e-03,-8.666667e-05,2.466667e-04
-9.000000e-05,9.666667e-04,2.133333e-04,9.466666e-04,5.933333e-04
-8.800000e-05,5.066667e-04,7.933333e-04,-1.006667e-03,-1.013333e-03
-8.600000e-05,8.533333e-04,3.266667e-04,1.293333e-03,4.800000e-04
-8.400000e-05,-7.333334e-05,7.933333e-04,-8.666667e-05,-3.266667e-04
-8.200000e-05,5.066667e-04,1.140000e-03,1.060000e-03,4.800000e-04
-8.000000e-05,2.733333e-04,1.253333e-03,-5.466667e-04,2.000000e-05
-7.800000e-05,3.866667e-04,5.600000e-04,3.733333e-04,-9.333334e-05
-7.600000e-05,-7.333334e-05,5.600000e-04,-8.666667e-05,1.333333e-04
-7.400000e-05,3.866667e-04,2.133333e-04,3.733333e-04,-1.013333e-03
-7.200000e-05,2.733333e-04,1.140000e-03,3.733333e-04,2.466667e-04
-7.000000e-05,8.533333e-04,7.933333e-04,9.466666e-04,1.393333e-03
-6.800000e-05,9.666667e-04,6.733334e-04,3.733333e-04,-4.400000e-04
-6.600000e-05,1.080000e-03,3.266667e-04,2.600000e-04,4.800000e-04
-6.400000e-05,2.733333e-04,7.933333e-04,1.400000e-04,2.466667e-04
-6.200000e-05,9.666667e-04,1.020000e-03,7.200000e-04,3.600000e-04
-6.000000e-05,5.066667e-04,7.933333e-04,-2.000000e-04,2.000000e-05
-5.800000e-05,1.426667e-03,3.266667e-04,9.466666e-04,8.200000e-04
-5.600000e-05,5.066667e-04,4.400000e-04,-8.666667e-05,2.466667e-04
-5.400000e-05,8.533333e-04,2.133333e-04,3.733333e-04,5.933333e-04
-5.200000e-05,5.066667e-04,1.253333e-03,4.866667e-04,4.800000e-04
-5.000000e-05,1.080000e-03,5.600000e-04,7.200000e-04,4.800000e-04
-4.800000e-05,8.533333e-04,3.266667e-04,3.733333e-04,4.800000e-04
-4.600000e-05,1.200000e-03,1.020000e-03,4.866667e-04,-9.000000e-04
-4.400000e-05,5.066667e-04,5.600000e-04,-2.000000e-04,2.466667e-04
-4.200000e-05,1.080000e-03,5.600000e-04,-8.666667e-05,-9.333334e-05
-4.000000e-05,3.866667e-04,4.400000e-04,-5.466667e-04,-4.400000e-04
-3.800000e-05,8.533333e-04,-2.000000e-05,9.466666e-04,5.933333e-04
-3.600000e-05,-3.000000e-04,5.600000e-04,4.866667e-04,-2.133333e-04
-3.400000e-05,9.666667e-04,7.933333e-04,1.060000e-03,4.800000e-04
-3.200000e-05,7.333333e-04,4.400000e-04,4.866667e-04,2.000000e-05
-3.000000e-05,1.426667e-03,6.733334e-04,1.293333e-03,1.333333e-04
-2.800000e-05,2.733333e-04,-2.000000e-05,2.666667e-05,1.333333e-04
-2.600000e-05,1.426667e-03,2.133333e-04,1.180000e-03,8.200000e-04
-2.400000e-05,8.533333e-04,6.733334e-04,1.400000e-04,2.466667e-04
-2.200000e-05,1.426667e-03,6.733334e-04,8.333334e-04,5.933333e-04
-2.000000e-05,1.600000e-04,7.933333e-04,3.733333e-04,2.000000e-05
-1.800000e-05,1.200000e-03,5.600000e-04,1.293333e-03,8.200000e-04
-1.600000e-05,3.866667e-04,6.733334e-04,8.333334e-04,4.800000e-04
-1.400000e-05,1.313333e-03,1.020000e-03,8.333334e-04,1.513333e-03
-1.200000e-05,1.313333e-03,9.066667e-04,-8.666667e-05,-9.333334e-05
-1.000000e-05,1.426667e-03,4.400000e-04,1.180000e-03,4.800000e-04
-8.000000e-06,1.080000e-03,9.066667e-04,2.666667e-05,2.466667e-04
-6.000000e-06,1.546667e-03,6.733334e-04,7.200000e-04,1.333333e-04
-4.000000e-06,7.333333e-04,1.020000e-03,3.733333e-04,4.800000e-04
-2.000000e-06,1.426667e-03,7.933333e-04,1.293333e-03,7.066667e-04
1.120201e-17,1.248067e-01,9.066667e-04,1.400000e-04,4.800000e-04
2.000000e-06,2.576533e-01,7.933333e-04,1.293333e-03,4.800000e-04
4.000000e-06,2.898533e-01,7.933333e-04,7.200000e-04,1.053333e-03
6.000000e-06,2.988600e-01,2.133333e-04,7.200000e-04,2.000000e-05
8.000000e-06,3.002400e-01,1.140000e-03,6.000000e-04,2.466667e-04
1.000000e-05,3.012800e-01,4.400000e-04,2.600000e-04,8.200000e-04
1.200000e-05,3.010467e-01,5.600000e-04,1.400000e-04,8.200000e-04
1.400000e-05,3.012800e-01,9.333334e-05,1.060000e-03,-9.333334e-05
1.600000e-05,3.011667e-01,5.600000e-04,3.733333e-04,1.333333e-04
1.800000e-05,3.015133e-01,6.733334e-04,4.866667e-04,4.800000e-04
2.000000e-05,3.011667e-01,1.020000e-03,-8.666667e-05,5.933333e-04
2.200000e-05,3.009333e-01,7.933333e-04,7.200000e-04,2.466667e-04
2.400000e-05,3.016267e-01,2.133333e-04,4.866667e-04,2.466667e-04
2.600000e-05,3.010467e-01,6.733334e-04,3.733333e-04,2.466667e-04
2.800000e-05,3.008200e-01,7.933333e-04,2.666667e-05,3.600000e-04
3.000000e-05,3.008200e-01,9.333334e-05,7.200000e-04,4.800000e-04
3.200000e-05,3.005867e-01,5.600000e-04,3.733333e-04,4.800000e-04
3.400000e-05,3.015133e-01,5.600000e-04,9.466666e-04,3.600000e-04
3.600000e-05,3.010467e-01,5.600000e-04,6.000000e-04,2.466667e-04
3.800000e-05,3.011667e-01,4.400000e-04,6.000000e-04,4.800000e-04
4.000000e-05,3.011667e-01,6.733334e-04,-8.666667e-05,1.333333e-04
4.200000e-05,3.019733e-01,2.133333e-04,3.733333e-04,3.600000e-04
4.400000e-05,3.008200e-01,1.140000e-03,3.733333e-04,3.600000e-04
4.600000e-05,3.010467e-01,6.733334e-04,1.060000e-03,1.333333e-04
4.800000e-05,3.011667e-01,7.933333e-04,1.400000e-04,-9.333334e-05
5.000000e-05,3.010467e-01,7.933333e-04,3.733333e-04,4.800000e-04
5.200000e-05,3.004733e-01,9.066667e-04,1.400000e-04,2.466667e-04
5.400000e-05,3.010467e-01,4.400000e-04,4.866667e-04,-9.333334e-05
5.600000e-05,3.002400e-01,1.020000e-03,7.200000e-04,4.800000e-04
5.800000e-05,3.011667e-01,9.333334e-05,4.866667e-04,2.466667e-04
6.000000e-05,3.005867e-01,9.066667e-04,1.400000e-04,2.466667e-04
6.200000e-05,3.010467e-01,5.600000e-04,9.466666e-04,-3.266667e-04
6.400000e-05,3.004733e-01,6.733334e-04,9.466666e-04,2.000000e-05
6.600000e-05,3.011667e-01,3.266667e-04,1.400000e-04,5.933333e-04
6.800000e-05,3.011667e-01,7.933333e-04,2.666667e-05,2.000000e-05
7.000000e-05,3.020867e-01,4.400000e-04,1.400000e-04,-4.400000e-04
7.200000e-05,3.008200e-01,1.140000e-03,-3.200000e-04,2.466667e-04
7.400000e-05,3.018600e-01,9.066667e-04,6.000000e-04,2.466667e-04
7.600000e-05,3.013933e-01,1.020000e-03,4.866667e-04,2.466667e-04
7.800000e-05,3.011667e-01,4.400000e-04,3.733333e-04,4.800000e-04
8.000000e-05,3.007067e-01,1.140000e-03,3.733333e-04,2.466667e-04
8.200000e-05,3.013933e-01,7.933333e-04,8.333334e-04,4.800000e-04
8.400000e-05,3.016267e-01,5.600000e-04,3.733333e-04,9.333334e-04
8.600000e-05,3.018600e-01,2.133333e-04,4.866667e-04,4.800000e-04
8.800000e-05,3.007067e-01,4.400000e-04,1.400000e-04,1.333333e-04
9.000000e-05,3.010467e-01,7.933333e-04,2.600000e-04,-3.266667e-04
9.200000e-05,3.010467e-01,1.140000e-03,-1.240000e-03,-2.133333e-04
9.400000e-05,3.015133e-01,4.400000e-04,4.866667e-04,1.333333e-04
9.600000e-05,3.010467e-01,5.600000e-04,-8.666667e-05,3.600000e-04
9.800000e-05,3.023200e-01,4.400000e-04,-8.666667e-05,1.333333e-04
1.000000e-04,3.008200e-01,1.253333e-03,3.733333e-04,5.933333e-04
1.020000e-04,3.016267e-01,6.733334e-04,9.466666e-04,1.333333e-04
1.040000e-04,3.016267e-01,1.140000e-03,1.400000e-04,5.933333e-04
1.060000e-04,3.020867e-01,5.600000e-04,1.293333e-03,1.513333e-03
1.080000e-04,3.012800e-01,7.933333e-04,3.733333e-04,1.333333e-04
1.100000e-04,3.009333e-01,-2.000000e-05,8.333334e-04,-2.133333e-04
1.120000e-04,3.011667e-01,5.600000e-04,4.866667e-04,8.200000e-04
1.140000e-04,3.020867e-01,6.733334e-04,7.200000e-04,-9.333334e-05
1.160000e-04,3.008200e-01,7.933333e-04,4.866667e-04,3.600000e-04
1.180000e-04,3.022067e-01,7.933333e-04,3.733333e-04,-3.266667e-04
1.200000e-04,3.016267e-01,9.066667e-04,-6.600000e-04,-5.533333e-04
1.220000e-04,3.015133e-01,5.600000e-04,6.000000e-04,1.333333e-04
1.240000e-04,3.010467e-01,9.333334e-05,1.400000e-04,-2.133333e-04
1.260000e-04,3.019733e-01,5.600000e-04,3.733333e-04,2.466667e-04
1.280000e-04,3.015133e-01,1.020000e-03,-1.006667e-03,-6.733334e-04
1.300000e-04,3.017400e-01,6.733334e-04,1.180000e-03,2.466667e-04
1.320000e-04,3.008200e-01,1.140000e-03,1.400000e-04,2.000000e-05
1.340000e-04,3.017400e-01,4.400000e-04,1.400000e-04,2.000000e-05
1.360000e-04,3.011667e-01,5.600000e-04,8.333334e-04,2.000000e-05
1.380000e-04,3.016267e-01,3.266667e-04,4.866667e-04,2.000000e-05
1.400000e-04,3.013933e-01,5.600000e-04,1.400000e-04,2.466667e-04
1.420000e-04,3.015133e-01,5.600000e-04,4.866667e-04,-9.333334e-05
1.440000e-04,3.009333e-01,7.933333e-04,3.733333e-04,2.000000e-05
1.460000e-04,3.011667e-01,4.400000e-04,1.060000e-03,2.000000e-05
1.480000e-04,3.007067e-01,5.600000e-04,7.200000e-04,2.466667e-04
1.500000e-04,3.012800e-01,6.733334e-04,4.866667e-04,-7.866666e-04
1.520000e-04,3.010467e-01,1.140000e-03,-2.000000e-04,4.800000e-04
1.540000e-04,3.015133e-01,6.733334e-04,-2.000000e-04,2.000000e-05
1.560000e-04,3.013933e-01,3.266667e-04,-2.000000e-04,2.466667e-04
1.580000e-04,3.012800e-01,4.400000e-04,4.866667e-04,4.800000e-04
1.600000e-04,3.011667e-01,9.333334e-05,1.400000e-04,3.600000e-04
1.620000e-04,3.015133e-01,4.400000e-04,3.733333e-04,2.000000e-05
1.640000e-04,3.011667e-01,5.600000e-04,3.733333e-04,2.466667e-04
1.660000e-04,3.017400e-01,-2.000000e-05,8.333334e-04,2.466667e-04
1.680000e-04,3.016267e-01,9.066667e-04,2.600000e-04,4.800000e-04
1.700000e-04,3.017400e-01,2.133333e-04,3.733333e-04,2.466667e-04
1.720000e-04,3.018600e-01,1.140000e-03,3.733333e-04,5.933333e-04
1.740000e-04,3.022067e-01,3.266667e-04,9.466666e-04,2.466667e-04
1.760000e-04,3.010467e-01,4.400000e-04,9.466666e-04,2.466667e-04
1.780000e-04,3.017400e-01,2.133333e-04,4.866667e-04,3.600000e-04
1.800000e-04,3.016267e-01,6.733334e-04,3.733333e-04,-9.333334e-05
1.820000e-04,3.019733e-01,7.933333e-04,2.600000e-04,-9.333334e-05
1.840000e-04,3.011667e-01,5.600000e-04,-4.333333e-04,2.000000e-05
1.860000e-04,3.015133e-01,-2.000000e-05,7.200000e-04,1.053333e-03
1.880000e-04,3.011667e-01,5.600000e-04,3.733333e-04,1.333333e-04
1.900000e-04,3.015133e-01,9.333334e-05,1.400000e-04,4.800000e-04
1.920000e-04,3.008200e-01,7.933333e-04,7.200000e-04,1.053333e-03
1.940000e-04,3.016267e-01,9.333334e-05,1.400000e-04,-4.400000e-04
1.960000e-04,3.013933e-01,5.600000e-04,-2.000000e-04,3.600000e-04
1.980000e-04,3.016267e-01,6.733334e-04,7.200000e-04,4.800000e-04
2.000000e-04,3.011667e-01,6.733334e-04,4.866667e-04,2.000000e-05
2.020000e-04,3.016267e-01,5.600000e-04,4.866667e-04,2.466667e-04
2.040000e-04,3.011667e-01,7.933333e-04,2.666667e-05,2.000000e-05
2.060000e-04,3.008200e-01,4.400000e-04,1.400000e-04,8.200000e-04
2.080000e-04,3.008200e-01,1.140000e-03,1.400000e-04,2.000000e-05
2.100000e-04,3.020867e-01,3.266667e-04,1.180000e-03,2.000000e-05
2.120000e-04,3.013933e-01,7.933333e-04,2.666667e-05,3.600000e-04
2.140000e-04,3.018600e-01,5.600000e-04,1.400000e-04,2.466667e-04
2.160000e-04,3.020867e-01,4.400000e-04,2.600000e-04,2.000000e-05
2.180000e-04,3.022067e-01,5.600000e-04,7.200000e-04,2.466667e-04
2.200000e-04,3.011667e-01,1.020000e-03,1.400000e-04,4.800000e-04
2.220000e-04,3.015133e-01,6.733334e-04,9.466666e-04,2.466667e-04
2.240000e-04,3.011667e-01,7.933333e-04,3.733333e-04,1.333333e-04
2.260000e-04,3.017400e-01,5.600000e-04,7.200000e-04,2.000000e-05
2.280000e-04,3.017400e-01,5.600000e-04,1.400000e-04,-9.333334e-05
2.300000e-04,3.020867e-01,7.933333e-04,7.200000e-04,2.466667e-04
2.320000e-04,3.023200e-01,1.020000e-03,7.200000e-04,-9.333334e-05
2.340000e-04,3.013933e-01,2.133333e-04,6.000000e-04,-9.333334e-05
2.360000e-04,3.011667e-01,1.020000e-03,3.733333e-04,3.600000e-04
2.380000e-04,3.016267e-01,7.933333e-04,-8.666667e-05,2.466667e-04
2.400000e-04,3.011667e-01,7.933333e-04,7.200000e-04,4.800000e-04
2.420000e-04,3.016267e-01,2.133333e-04,1.060000e-03,-9.333334e-05
2.440000e-04,3.011667e-01,7.933333e-04,2.666667e-05,-4.400000e-04
2.460000e-04,3.013933e-01,3.266667e-04,3.733333e-04,2.000000e-05
2.480000e-04,3.012800e-01,5.600000e-04,-8.666667e-05,4.800000e-04
2.500000e-04,3.020867e-01,2.133333e-04,9.466666e-04,2.000000e-05
2.520000e-04,3.013933e-01,6.733334e-04,2.600000e-04,1.333333e-04
2.540000e-04,3.016267e-01,-2.000000e-05,9.466666e-04,-9.333334e-05
2.560000e-04,3.016267e-01,7.933333e-04,1.400000e-04,8.200000e-04
2.580000e-04,3.015133e-01,7.933333e-04,9.466666e-04,2.466667e-04
2.600000e-04,3.017400e-01,3.266667e-04,3.733333e-04,1.333333e-04
2.620000e-04,3.013933e-01,4.400000e-04,3.733333e-04,1.053333e-03
2.640000e-04,3.017400e-01,1.020000e-03,-8.666667e-05,-2.133333e-04
2.660000e-04,3.016267e-01,2.133333e-04,4.866667e-04,4.800000e-04
2.680000e-04,3.013933e-01,1.140000e-03,3.733333e-04,2.000000e-05
2.700000e-04,3.015133e-01,3.266667e-04,1.400000e-04,2.466667e-04
2.720000e-04,3.017400e-01,1.020000e-03,1.400000e-04,-3.266667e-04
2.740000e-04,3.015133e-01,4.400000e-04,2.666667e-05,-2.133333e-04
2.760000e-04,3.010467e-01,1.140000e-03,4.866667e-04,-9.333334e-05
2.780000e-04,3.010467e-01,7.933333e-04,9.466666e-04,3.600000e-04
2.800000e-04,3.007067e-01,1.020000e-03,4.866667e-04,4.800000e-04
2.820000e-04,3.018600e-01,4.400000e-04,1.060000e-03,2.000000e-05
2.840000e-04,3.013933e-01,1.140000e-03,1.400000e-04,2.466667e-04
2.860000e-04,3.018600e-01,5.600000e-04,8.333334e-04,-3.266667e-04
2.880000e-04,3.012800e-01,7.933333e-04,3.733333e-04,2.466667e-04
2.900000e-04,3.018600e-01,3.266667e-04,1.060000e-03,4.800000e-04
2.920000e-04,3.011667e-01,7.933333e-04,4.866667e-04,2.000000e-05
2.940000e-04,3.008200e-01,-2.000000e-05,6.000000e-04,3.600000e-04
2.960000e-04,3.012800e-01,6.733334e-04,7.200000e-04,1.333333e-04
2.980000e-04,3.018600e-01,9.333334e-05,7.200000e-04,2.000000e-05
3.000000e-04,3.016267e-01,7.933333e-04,2.600000e-04,7.066667e-04
3.020000e-04,3.020867e-01,2.133333e-04,3.733333e-04,2.000000e-05
3.040000e-04,3.008200e-01,1.020000e-03,2.666667e-05,1.333333e-04
3.060000e-04,3.017400e-01,6.733334e-04,6.000000e-04,-9.333334e-05
3.080000e-04,3.011667e-01,9.066667e-04,4.866667e-04,2.000000e-05
3.100000e-04,3.016267e-01,2.133333e-04,9.466666e-04,4.800000e-04
3.120000e-04,3.013933e-01,1.020000e-03,2.600000e-04,5.933333e-04
3.140000e-04,3.019733e-01,4.400000e-04,6.000000e-04,3.600000e-04
3.160000e-04,3.015133e-01,6.733334e-04,9.466666e-04,8.200000e-04
3.180000e-04,3.012800e-01,5.600000e-04,7.200000e-04,1.333333e-04
3.200000e-04,3.012800e-01,9.066667e-04,1.400000e-04,7.066667e-04
3.220000e-04,3.017400e-01,2.133333e-04,7.200000e-04,-9.333334e-05
3.240000e-04,3.016267e-01,7.933333e-04,-8.666667e-05,-9.333334e-05
3.260000e-04,3.018600e-01,4.400000e-04,4.866667e-04,3.600000e-04
3.280000e-04,3.013933e-01,1.020000e-03,3.733333e-04,-9.333334e-05
3.300000e-04,3.016267e-01,6.733334e-04,4.866667e-04,9.333334e-04
3.320000e-04,3.011667e-01,9.066667e-04,-8.666667e-05,-2.133333e-04
3.340000e-04,3.018600e-01,4.400000e-04,1.060000e-03,-9.333334e-05
3.360000e-04,3.010467e-01,1.020000e-03,1.400000e-04,-9.333334e-05
3.380000e-04,3.017400e-01,7.933333e-04,-8.666667e-05,4.800000e-04
3.400000e-04,3.011667e-01,7.933333e-04,-2.000000e-04,-9.333334e-05
3.420000e-04,3.015133e-01,5.600000e-04,-5.466667e-04,-1.246667e-03
3.440000e-04,3.013933e-01,1.373333e-03,2.666667e-05,2.000000e-05
3.460000e-04,3.020867e-01,5.600000e-04,4.866667e-04,2.000000e-05
